age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
39,blue-collar,married,primary,no,780.0,yes,no,unknown,20,may,311.0,1,-1.0,0,unknown,no
34,services,single,tertiary,no,371.0,no,no,unknown,20,may,77.0,1,-1.0,0,unknown,no
34,blue-collar,married,primary,no,161.0,yes,yes,unknown,20,may,177.0,1,-1.0,0,unknown,no
36,blue-collar,divorced,secondary,no,221.0,yes,no,unknown,20,may,189.0,1,-1.0,0,unknown,no
32,blue-collar,single,secondary,no,706.0,yes,no,unknown,20,may,152.0,1,-1.0,0,unknown,no
33,management,single,primary,no,4897.0,yes,no,unknown,20,may,151.0,1,-1.0,0,unknown,no
33,services,married,secondary,no,7.0,yes,no,unknown,20,may,217.0,1,-1.0,0,unknown,no
36,administrative,married,secondary,no,2030.0,yes,no,unknown,20,may,24.0,1,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,489.0,yes,no,unknown,20,may,212.0,1,-1.0,0,unknown,no
42,blue-collar,married,primary,no,1059.0,yes,no,unknown,20,may,163.0,2,-1.0,0,unknown,no
43,management,married,tertiary,no,-8.0,yes,no,unknown,20,may,473.0,2,-1.0,0,unknown,no
35,self-employed,single,secondary,no,271.0,yes,no,unknown,20,may,68.0,1,-1.0,0,unknown,no
37,housemaid,single,secondary,no,2042.0,yes,no,unknown,20,may,485.0,1,-1.0,0,unknown,no
33,blue-collar,married,secondary,no,-53.0,yes,no,unknown,20,may,172.0,1,-1.0,0,unknown,no
26,student,single,secondary,no,268.0,yes,no,unknown,20,may,77.0,2,-1.0,0,unknown,no
37,technician,single,tertiary,no,5122.0,yes,no,unknown,20,may,396.0,1,-1.0,0,unknown,no
33,services,married,secondary,no,403.0,yes,no,unknown,20,may,274.0,2,-1.0,0,unknown,no
40,administrative,married,tertiary,no,0.0,yes,no,unknown,20,may,88.0,2,-1.0,0,unknown,no
36,technician,divorced,secondary,no,566.0,yes,no,unknown,20,may,129.0,2,-1.0,0,unknown,no
35,blue-collar,married,primary,no,356.0,yes,yes,unknown,20,may,474.0,2,-1.0,0,unknown,no
36,blue-collar,married,unknown,no,722.0,yes,no,unknown,20,may,268.0,2,-1.0,0,unknown,no
39,administrative,divorced,secondary,no,-607.0,yes,no,unknown,20,may,374.0,2,-1.0,0,unknown,no
60,management,married,tertiary,no,328.0,yes,no,unknown,20,may,72.0,5,-1.0,0,unknown,no
34,administrative,single,secondary,no,126.0,yes,no,unknown,20,may,61.0,2,-1.0,0,unknown,no
32,blue-collar,married,primary,no,206.0,yes,no,unknown,20,may,205.0,2,-1.0,0,unknown,no
33,management,single,tertiary,no,136.0,yes,yes,unknown,20,may,347.0,6,-1.0,0,unknown,no
59,blue-collar,married,primary,no,14.0,yes,yes,unknown,20,may,355.0,1,-1.0,0,unknown,no
35,management,single,secondary,no,5260.0,yes,no,unknown,20,may,211.0,2,-1.0,0,unknown,no
34,administrative,single,tertiary,no,458.0,yes,no,unknown,20,may,211.0,1,-1.0,0,unknown,no
42,management,married,tertiary,no,0.0,no,no,unknown,20,may,66.0,12,-1.0,0,unknown,no
38,entrepreneur,married,primary,no,666.0,yes,no,unknown,20,may,1452.0,10,-1.0,0,unknown,no
33,services,married,unknown,no,89.0,yes,no,unknown,20,may,341.0,1,-1.0,0,unknown,no
32,blue-collar,single,primary,no,1660.0,no,no,unknown,20,may,14.0,1,-1.0,0,unknown,no
30,blue-collar,married,secondary,no,673.0,yes,no,unknown,20,may,610.0,2,-1.0,0,unknown,no
34,management,single,tertiary,no,673.0,yes,yes,unknown,20,may,120.0,1,-1.0,0,unknown,no
59,retired,married,secondary,no,-313.0,yes,no,unknown,20,may,407.0,1,-1.0,0,unknown,no
32,administrative,married,secondary,no,0.0,yes,no,unknown,20,may,464.0,2,-1.0,0,unknown,no
54,housemaid,married,secondary,no,167.0,yes,no,unknown,20,may,547.0,7,-1.0,0,unknown,no
48,management,divorced,primary,no,432.0,yes,no,unknown,20,may,152.0,2,-1.0,0,unknown,no
36,blue-collar,married,primary,no,8135.0,yes,no,unknown,20,may,522.0,1,-1.0,0,unknown,no
29,services,single,secondary,no,0.0,yes,no,unknown,20,may,227.0,9,-1.0,0,unknown,no
39,blue-collar,single,secondary,no,4286.0,yes,no,unknown,20,may,1376.0,2,-1.0,0,unknown,no
54,services,divorced,unknown,no,2177.0,no,no,unknown,20,may,134.0,5,-1.0,0,unknown,no
36,administrative,single,secondary,no,0.0,no,no,unknown,20,may,37.0,1,-1.0,0,unknown,no
33,technician,married,secondary,no,105.0,yes,yes,unknown,20,may,360.0,1,-1.0,0,unknown,no
32,management,single,tertiary,no,1271.0,yes,no,unknown,20,may,51.0,1,-1.0,0,unknown,no
41,services,divorced,secondary,no,83.0,no,no,unknown,20,may,834.0,6,-1.0,0,unknown,no
34,blue-collar,single,primary,no,709.0,yes,no,unknown,20,may,106.0,1,-1.0,0,unknown,no
34,services,married,secondary,no,-93.0,yes,yes,unknown,20,may,194.0,1,-1.0,0,unknown,no
53,housemaid,married,secondary,no,736.0,yes,no,unknown,20,may,535.0,1,-1.0,0,unknown,no
38,services,married,secondary,yes,-242.0,yes,yes,unknown,20,may,236.0,2,-1.0,0,unknown,no
33,blue-collar,married,secondary,no,3259.0,yes,no,unknown,20,may,182.0,1,-1.0,0,unknown,no
32,technician,married,secondary,no,11697.0,yes,no,unknown,20,may,296.0,1,-1.0,0,unknown,no
33,services,married,secondary,no,210.0,yes,yes,unknown,20,may,201.0,1,-1.0,0,unknown,no
35,blue-collar,married,secondary,no,2688.0,yes,no,unknown,20,may,281.0,1,-1.0,0,unknown,no
34,management,married,tertiary,no,0.0,yes,no,unknown,20,may,150.0,1,-1.0,0,unknown,no
37,entrepreneur,married,secondary,no,5064.0,yes,no,unknown,20,may,79.0,1,-1.0,0,unknown,no
38,unemployed,married,secondary,no,205.0,yes,no,unknown,20,may,359.0,2,-1.0,0,unknown,no
39,housemaid,married,tertiary,no,75.0,yes,no,unknown,20,may,332.0,2,-1.0,0,unknown,no
43,blue-collar,married,primary,no,0.0,yes,no,unknown,20,may,592.0,1,-1.0,0,unknown,no
39,administrative,married,secondary,no,2019.0,yes,no,unknown,20,may,166.0,1,-1.0,0,unknown,no
38,blue-collar,married,primary,no,178.0,yes,no,unknown,20,may,245.0,1,-1.0,0,unknown,no
40,services,married,primary,no,3559.0,yes,no,unknown,20,may,138.0,8,-1.0,0,unknown,no
38,self-employed,married,secondary,no,290.0,yes,no,unknown,20,may,369.0,1,-1.0,0,unknown,no
32,administrative,divorced,secondary,no,138.0,yes,yes,unknown,20,may,158.0,1,-1.0,0,unknown,no
31,blue-collar,single,secondary,no,5607.0,no,no,unknown,20,may,261.0,1,-1.0,0,unknown,no
32,blue-collar,married,primary,no,8291.0,no,no,unknown,20,may,131.0,1,-1.0,0,unknown,no
37,blue-collar,single,primary,no,6969.0,yes,no,unknown,20,may,412.0,1,-1.0,0,unknown,no
30,management,single,tertiary,no,18.0,no,no,unknown,20,may,121.0,11,-1.0,0,unknown,no
46,entrepreneur,married,secondary,no,583.0,yes,no,unknown,20,may,137.0,2,-1.0,0,unknown,no
36,housemaid,single,secondary,no,7171.0,yes,no,unknown,20,may,216.0,2,-1.0,0,unknown,no
34,blue-collar,married,primary,no,500.0,yes,no,unknown,20,may,324.0,1,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,113.0,yes,yes,unknown,20,may,235.0,2,-1.0,0,unknown,no
34,services,divorced,secondary,no,0.0,yes,yes,unknown,20,may,203.0,1,-1.0,0,unknown,no
33,blue-collar,married,primary,no,3512.0,yes,no,unknown,20,may,697.0,2,-1.0,0,unknown,no
37,entrepreneur,married,tertiary,no,4798.0,yes,no,unknown,20,may,156.0,2,-1.0,0,unknown,no
34,technician,single,secondary,no,85.0,yes,no,unknown,20,may,1182.0,4,-1.0,0,unknown,yes
37,blue-collar,married,primary,no,660.0,yes,yes,unknown,20,may,170.0,2,-1.0,0,unknown,no
31,services,married,tertiary,no,585.0,yes,yes,unknown,20,may,272.0,2,-1.0,0,unknown,no
47,entrepreneur,married,secondary,no,136.0,yes,no,unknown,20,may,132.0,1,-1.0,0,unknown,no
36,management,single,secondary,no,360.0,yes,no,unknown,20,may,271.0,1,-1.0,0,unknown,no
31,unemployed,married,secondary,no,296.0,yes,no,unknown,20,may,378.0,3,-1.0,0,unknown,no
33,blue-collar,married,secondary,no,0.0,yes,yes,unknown,20,may,114.0,1,-1.0,0,unknown,no
33,blue-collar,married,secondary,no,10.0,yes,yes,unknown,20,may,107.0,1,-1.0,0,unknown,no
39,blue-collar,married,primary,no,451.0,yes,no,unknown,20,may,383.0,1,-1.0,0,unknown,no
37,blue-collar,divorced,secondary,no,614.0,yes,no,unknown,20,may,185.0,1,-1.0,0,unknown,no
34,technician,single,secondary,no,692.0,yes,no,unknown,20,may,254.0,1,-1.0,0,unknown,no
33,management,married,tertiary,no,148.0,no,no,unknown,20,may,717.0,1,-1.0,0,unknown,no
31,blue-collar,single,primary,no,5058.0,yes,no,unknown,20,may,157.0,1,-1.0,0,unknown,no
33,administrative,married,secondary,no,1467.0,yes,no,unknown,20,may,85.0,2,-1.0,0,unknown,no
30,management,married,tertiary,no,859.0,yes,no,unknown,20,may,249.0,3,-1.0,0,unknown,no
34,services,married,secondary,no,-508.0,yes,no,unknown,20,may,309.0,2,-1.0,0,unknown,no
31,student,single,tertiary,no,410.0,yes,no,unknown,20,may,112.0,2,-1.0,0,unknown,no
36,entrepreneur,married,secondary,no,134.0,no,no,unknown,20,may,98.0,1,-1.0,0,unknown,no
37,management,single,tertiary,no,23867.0,no,no,unknown,20,may,188.0,3,-1.0,0,unknown,no
31,services,single,secondary,no,2038.0,yes,no,unknown,20,may,148.0,1,-1.0,0,unknown,no
39,administrative,married,secondary,no,-362.0,yes,no,unknown,20,may,145.0,2,-1.0,0,unknown,no
34,management,married,tertiary,no,967.0,yes,no,unknown,20,may,415.0,2,-1.0,0,unknown,no
43,management,married,tertiary,no,1825.0,yes,no,unknown,20,may,742.0,2,-1.0,0,unknown,no
43,blue-collar,married,primary,yes,-635.0,yes,no,unknown,20,may,37.0,9,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,1298.0,yes,no,unknown,20,may,120.0,1,-1.0,0,unknown,no
36,blue-collar,married,secondary,no,1797.0,yes,yes,unknown,20,may,185.0,2,-1.0,0,unknown,no
55,administrative,married,unknown,no,1848.0,yes,no,unknown,20,may,204.0,1,-1.0,0,unknown,no
31,administrative,single,secondary,no,431.0,yes,yes,unknown,20,may,1045.0,1,-1.0,0,unknown,yes
32,blue-collar,married,secondary,no,4996.0,yes,no,unknown,20,may,205.0,2,-1.0,0,unknown,no
31,blue-collar,married,secondary,no,213.0,yes,no,unknown,20,may,74.0,2,-1.0,0,unknown,no
31,blue-collar,married,primary,no,26.0,yes,no,unknown,20,may,51.0,26,-1.0,0,unknown,no
33,management,single,secondary,no,0.0,no,no,unknown,20,may,190.0,2,-1.0,0,unknown,no
32,administrative,married,primary,no,1351.0,yes,no,unknown,20,may,325.0,3,-1.0,0,unknown,no
44,technician,divorced,secondary,no,982.0,yes,no,unknown,20,may,650.0,3,-1.0,0,unknown,yes
33,services,married,secondary,no,4963.0,yes,no,unknown,20,may,148.0,2,-1.0,0,unknown,no
39,services,married,secondary,no,1438.0,yes,no,unknown,20,may,212.0,2,-1.0,0,unknown,no
39,blue-collar,married,primary,no,1411.0,yes,no,unknown,20,may,625.0,2,-1.0,0,unknown,no
33,services,single,secondary,no,0.0,yes,no,unknown,20,may,134.0,3,-1.0,0,unknown,no
40,blue-collar,married,unknown,no,486.0,yes,no,unknown,20,may,97.0,8,-1.0,0,unknown,no
34,technician,single,secondary,no,1183.0,yes,no,unknown,20,may,438.0,2,-1.0,0,unknown,no
39,management,married,tertiary,no,351.0,yes,no,unknown,20,may,999.0,3,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,2366.0,yes,no,unknown,20,may,127.0,2,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,2700.0,yes,no,unknown,20,may,446.0,2,-1.0,0,unknown,no
59,blue-collar,married,secondary,no,0.0,yes,no,unknown,20,may,217.0,4,-1.0,0,unknown,no
39,blue-collar,married,primary,no,622.0,yes,no,unknown,20,may,169.0,1,-1.0,0,unknown,no
34,services,married,secondary,yes,421.0,yes,no,unknown,20,may,247.0,3,-1.0,0,unknown,no
36,services,single,secondary,no,774.0,yes,no,unknown,20,may,140.0,1,-1.0,0,unknown,no
35,blue-collar,married,secondary,no,67.0,no,no,unknown,20,may,60.0,6,-1.0,0,unknown,no
39,technician,married,secondary,no,7313.0,yes,no,unknown,20,may,99.0,1,-1.0,0,unknown,no
57,housemaid,divorced,primary,no,231.0,yes,no,unknown,20,may,26.0,14,-1.0,0,unknown,no
46,management,married,tertiary,no,477.0,yes,no,unknown,20,may,128.0,6,-1.0,0,unknown,no
58,blue-collar,married,primary,no,99.0,yes,no,unknown,20,may,215.0,3,-1.0,0,unknown,no
32,technician,married,secondary,no,908.0,yes,no,unknown,20,may,64.0,1,-1.0,0,unknown,no
34,administrative,single,secondary,no,1581.0,yes,yes,unknown,20,may,52.0,11,-1.0,0,unknown,no
35,technician,single,tertiary,no,2012.0,yes,no,unknown,20,may,413.0,2,-1.0,0,unknown,no
36,technician,single,tertiary,no,162.0,yes,no,unknown,20,may,216.0,2,-1.0,0,unknown,no
40,management,married,tertiary,no,917.0,yes,no,unknown,20,may,292.0,1,-1.0,0,unknown,no
44,services,married,secondary,no,1422.0,yes,no,unknown,20,may,129.0,8,-1.0,0,unknown,no
31,blue-collar,married,secondary,no,1787.0,yes,no,unknown,20,may,201.0,4,-1.0,0,unknown,no
55,self-employed,married,secondary,no,-196.0,yes,no,unknown,20,may,210.0,2,-1.0,0,unknown,no
35,technician,married,secondary,no,1387.0,yes,no,unknown,20,may,114.0,1,-1.0,0,unknown,no
31,unemployed,married,primary,no,-63.0,yes,no,unknown,20,may,657.0,1,-1.0,0,unknown,no
35,management,single,tertiary,no,1423.0,yes,no,unknown,20,may,88.0,1,-1.0,0,unknown,no
36,administrative,married,tertiary,no,3127.0,yes,no,unknown,20,may,147.0,2,-1.0,0,unknown,no
36,technician,single,secondary,no,5436.0,yes,no,unknown,20,may,443.0,1,-1.0,0,unknown,no
30,management,single,tertiary,no,1724.0,yes,no,unknown,20,may,73.0,1,-1.0,0,unknown,no
31,blue-collar,married,secondary,no,0.0,yes,no,unknown,20,may,134.0,1,-1.0,0,unknown,no
41,services,married,secondary,no,804.0,yes,no,unknown,20,may,127.0,8,-1.0,0,unknown,no
36,blue-collar,married,primary,no,408.0,yes,yes,unknown,20,may,1063.0,2,-1.0,0,unknown,yes
59,entrepreneur,married,tertiary,no,705.0,yes,no,unknown,20,may,446.0,2,-1.0,0,unknown,no
36,management,single,tertiary,no,1373.0,yes,no,unknown,20,may,144.0,2,-1.0,0,unknown,no
32,technician,married,unknown,no,196.0,yes,no,unknown,20,may,196.0,6,-1.0,0,unknown,no
39,blue-collar,married,secondary,no,0.0,yes,no,unknown,20,may,165.0,2,-1.0,0,unknown,no
38,technician,divorced,secondary,no,273.0,yes,no,unknown,20,may,314.0,2,-1.0,0,unknown,no
40,self-employed,married,secondary,no,311.0,yes,no,unknown,20,may,723.0,2,-1.0,0,unknown,no
39,technician,single,secondary,no,1022.0,yes,no,unknown,20,may,1410.0,2,-1.0,0,unknown,yes
30,services,single,secondary,no,862.0,yes,yes,unknown,20,may,550.0,2,-1.0,0,unknown,no
38,services,married,secondary,no,173.0,yes,no,unknown,20,may,130.0,2,-1.0,0,unknown,no
32,services,married,secondary,no,204.0,yes,yes,unknown,20,may,307.0,3,-1.0,0,unknown,no
37,blue-collar,married,secondary,no,32.0,yes,no,unknown,20,may,146.0,2,-1.0,0,unknown,no
31,management,married,tertiary,no,4761.0,yes,no,unknown,20,may,239.0,2,-1.0,0,unknown,no
44,blue-collar,married,secondary,no,1081.0,yes,no,unknown,20,may,304.0,2,-1.0,0,unknown,no
45,blue-collar,married,primary,no,4170.0,yes,yes,unknown,20,may,114.0,3,-1.0,0,unknown,no
36,blue-collar,single,secondary,no,3111.0,yes,no,unknown,20,may,445.0,2,-1.0,0,unknown,no
27,blue-collar,single,unknown,no,89.0,yes,no,unknown,20,may,139.0,5,-1.0,0,unknown,no
27,blue-collar,single,secondary,no,317.0,yes,no,unknown,20,may,16.0,10,-1.0,0,unknown,no
48,blue-collar,married,secondary,no,5058.0,no,no,unknown,20,may,169.0,4,-1.0,0,unknown,no
41,blue-collar,married,secondary,no,2852.0,yes,no,unknown,20,may,125.0,3,-1.0,0,unknown,no
36,blue-collar,single,secondary,no,2390.0,yes,no,unknown,20,may,446.0,12,-1.0,0,unknown,no
32,management,single,tertiary,no,1131.0,yes,no,unknown,20,may,267.0,2,-1.0,0,unknown,no
31,administrative,divorced,secondary,no,1352.0,yes,no,unknown,20,may,6.0,2,-1.0,0,unknown,no
43,retired,married,secondary,no,520.0,yes,no,unknown,20,may,15.0,13,-1.0,0,unknown,no
33,management,married,tertiary,no,876.0,no,no,unknown,20,may,1287.0,2,-1.0,0,unknown,no
31,blue-collar,married,primary,no,855.0,yes,yes,unknown,20,may,172.0,4,-1.0,0,unknown,no
35,management,single,secondary,yes,-202.0,yes,no,unknown,20,may,268.0,3,-1.0,0,unknown,no
27,administrative,single,secondary,no,-215.0,yes,no,unknown,20,may,89.0,3,-1.0,0,unknown,no
32,services,divorced,tertiary,no,376.0,yes,no,unknown,20,may,102.0,2,-1.0,0,unknown,no
58,blue-collar,married,primary,no,23.0,yes,no,unknown,20,may,91.0,6,-1.0,0,unknown,no
40,blue-collar,married,unknown,no,222.0,yes,no,unknown,20,may,465.0,8,-1.0,0,unknown,no
36,blue-collar,married,secondary,no,362.0,yes,no,unknown,20,may,274.0,2,-1.0,0,unknown,no
39,technician,married,tertiary,no,602.0,yes,no,unknown,20,may,191.0,7,-1.0,0,unknown,no
37,blue-collar,married,secondary,no,426.0,yes,no,unknown,20,may,300.0,3,-1.0,0,unknown,no
30,blue-collar,married,secondary,no,5143.0,yes,yes,unknown,20,may,236.0,2,-1.0,0,unknown,no
32,blue-collar,married,primary,no,80.0,yes,no,unknown,20,may,614.0,2,-1.0,0,unknown,no
52,services,married,secondary,no,0.0,yes,no,unknown,20,may,363.0,5,-1.0,0,unknown,no
32,blue-collar,married,primary,no,7406.0,yes,no,unknown,20,may,418.0,2,-1.0,0,unknown,no
33,unemployed,divorced,secondary,no,1005.0,yes,no,unknown,20,may,229.0,2,-1.0,0,unknown,no
39,blue-collar,divorced,secondary,no,226.0,yes,no,unknown,20,may,221.0,2,-1.0,0,unknown,no
39,management,single,secondary,no,247.0,yes,no,unknown,20,may,130.0,2,-1.0,0,unknown,no
34,management,single,tertiary,no,1040.0,yes,no,unknown,20,may,96.0,2,-1.0,0,unknown,no
29,services,married,secondary,no,68.0,no,no,unknown,20,may,119.0,3,-1.0,0,unknown,no
36,services,married,secondary,no,183.0,yes,no,unknown,20,may,103.0,3,-1.0,0,unknown,no
35,blue-collar,married,unknown,no,4822.0,yes,no,unknown,20,may,843.0,2,-1.0,0,unknown,yes
49,technician,single,secondary,no,0.0,yes,no,unknown,20,may,484.0,2,-1.0,0,unknown,no
31,blue-collar,single,primary,no,1097.0,yes,no,unknown,20,may,485.0,3,-1.0,0,unknown,no
39,services,married,secondary,no,5731.0,yes,no,unknown,20,may,175.0,2,-1.0,0,unknown,no
32,technician,married,secondary,no,3067.0,yes,no,unknown,20,may,138.0,2,-1.0,0,unknown,no
35,blue-collar,single,secondary,no,275.0,yes,no,unknown,20,may,243.0,2,-1.0,0,unknown,no
38,blue-collar,married,secondary,no,526.0,yes,no,unknown,20,may,919.0,2,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,1831.0,yes,no,unknown,20,may,203.0,2,-1.0,0,unknown,no
35,blue-collar,married,secondary,no,514.0,yes,no,unknown,20,may,247.0,2,-1.0,0,unknown,no
34,administrative,married,secondary,no,50.0,yes,no,unknown,20,may,89.0,2,-1.0,0,unknown,no
34,technician,married,tertiary,no,0.0,yes,no,unknown,20,may,185.0,12,-1.0,0,unknown,no
27,technician,single,secondary,no,8.0,yes,no,unknown,20,may,777.0,3,-1.0,0,unknown,no
30,services,single,secondary,no,432.0,yes,no,unknown,20,may,340.0,3,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,2561.0,yes,no,unknown,20,may,135.0,2,-1.0,0,unknown,no
30,technician,single,secondary,no,659.0,yes,no,unknown,20,may,241.0,3,-1.0,0,unknown,no
38,blue-collar,married,primary,no,0.0,yes,yes,unknown,20,may,165.0,2,-1.0,0,unknown,no
31,blue-collar,married,secondary,no,897.0,yes,no,unknown,20,may,26.0,2,-1.0,0,unknown,no
23,student,single,secondary,no,-116.0,yes,no,unknown,20,may,109.0,6,-1.0,0,unknown,no
30,unemployed,married,secondary,no,142.0,yes,no,unknown,20,may,350.0,4,-1.0,0,unknown,no
56,services,married,secondary,no,530.0,yes,no,unknown,20,may,51.0,7,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,3514.0,yes,no,unknown,20,may,226.0,2,-1.0,0,unknown,no
35,administrative,married,secondary,no,190.0,yes,no,unknown,20,may,47.0,3,-1.0,0,unknown,no
40,blue-collar,married,primary,no,236.0,yes,no,unknown,20,may,167.0,2,-1.0,0,unknown,no
57,management,married,tertiary,no,-871.0,no,no,unknown,20,may,214.0,10,-1.0,0,unknown,no
58,entrepreneur,married,secondary,no,2429.0,no,yes,unknown,20,may,446.0,7,-1.0,0,unknown,no
32,technician,married,tertiary,no,514.0,yes,no,unknown,20,may,414.0,2,-1.0,0,unknown,no
38,unemployed,married,secondary,no,565.0,yes,no,unknown,20,may,153.0,2,-1.0,0,unknown,no
50,blue-collar,married,primary,no,2610.0,yes,yes,unknown,20,may,181.0,6,-1.0,0,unknown,no
30,blue-collar,single,secondary,no,178.0,yes,no,unknown,20,may,747.0,5,-1.0,0,unknown,no
34,blue-collar,married,unknown,no,1117.0,yes,no,unknown,20,may,214.0,1,-1.0,0,unknown,no
30,technician,divorced,secondary,no,4.0,yes,no,unknown,20,may,270.0,1,-1.0,0,unknown,no
38,unknown,married,unknown,no,124.0,yes,no,unknown,20,may,37.0,13,-1.0,0,unknown,no
55,blue-collar,married,primary,no,2144.0,yes,no,unknown,20,may,129.0,8,-1.0,0,unknown,no
31,services,single,tertiary,no,1025.0,no,no,unknown,20,may,72.0,3,-1.0,0,unknown,no
41,blue-collar,married,primary,no,1250.0,yes,no,unknown,20,may,1392.0,2,-1.0,0,unknown,yes
38,administrative,married,unknown,no,28.0,no,no,unknown,20,may,725.0,1,-1.0,0,unknown,no
49,management,married,secondary,no,543.0,yes,no,unknown,20,may,213.0,3,-1.0,0,unknown,no
26,blue-collar,single,secondary,no,972.0,yes,no,unknown,20,may,177.0,10,-1.0,0,unknown,no
60,blue-collar,married,primary,no,674.0,yes,no,unknown,20,may,273.0,4,-1.0,0,unknown,no
57,blue-collar,married,secondary,no,258.0,yes,no,unknown,20,may,480.0,4,-1.0,0,unknown,no
37,blue-collar,single,unknown,no,3044.0,yes,no,unknown,20,may,152.0,1,-1.0,0,unknown,no
39,blue-collar,married,primary,no,-197.0,yes,no,unknown,20,may,204.0,2,-1.0,0,unknown,no
39,blue-collar,married,unknown,no,1096.0,no,no,unknown,20,may,246.0,3,-1.0,0,unknown,no
57,services,divorced,secondary,no,739.0,yes,no,unknown,20,may,352.0,5,-1.0,0,unknown,no
35,blue-collar,married,secondary,no,274.0,yes,no,unknown,20,may,190.0,1,-1.0,0,unknown,no
30,blue-collar,married,secondary,no,1445.0,yes,no,unknown,20,may,140.0,1,-1.0,0,unknown,no
31,blue-collar,married,secondary,no,3311.0,yes,no,unknown,20,may,719.0,1,-1.0,0,unknown,yes
32,blue-collar,married,secondary,no,157.0,yes,no,unknown,20,may,315.0,1,-1.0,0,unknown,no
30,services,single,unknown,no,347.0,yes,no,unknown,21,may,225.0,1,-1.0,0,unknown,no
32,management,single,tertiary,no,-345.0,yes,no,unknown,21,may,74.0,1,-1.0,0,unknown,no
36,technician,married,secondary,no,8119.0,no,no,unknown,21,may,24.0,1,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,120.0,yes,no,unknown,21,may,369.0,1,-1.0,0,unknown,no
39,blue-collar,married,primary,no,5.0,yes,no,unknown,21,may,167.0,1,-1.0,0,unknown,no
42,management,married,tertiary,no,2309.0,yes,no,unknown,21,may,64.0,3,-1.0,0,unknown,no
33,administrative,single,secondary,no,892.0,yes,no,unknown,21,may,151.0,1,-1.0,0,unknown,no
32,technician,married,secondary,no,641.0,yes,no,unknown,21,may,336.0,1,-1.0,0,unknown,no
35,blue-collar,married,primary,no,2730.0,yes,no,unknown,21,may,65.0,1,-1.0,0,unknown,no
38,blue-collar,married,secondary,no,1663.0,yes,no,unknown,21,may,93.0,1,-1.0,0,unknown,no
39,blue-collar,married,primary,no,1966.0,yes,no,unknown,21,may,181.0,1,-1.0,0,unknown,no
54,retired,divorced,tertiary,no,6102.0,yes,yes,unknown,21,may,86.0,6,-1.0,0,unknown,no
38,technician,married,tertiary,no,1092.0,yes,no,unknown,21,may,317.0,1,-1.0,0,unknown,no
33,services,married,tertiary,no,1349.0,yes,no,unknown,21,may,120.0,1,-1.0,0,unknown,no
34,management,single,tertiary,no,2015.0,no,no,unknown,21,may,388.0,1,-1.0,0,unknown,no
32,administrative,single,secondary,no,2146.0,yes,no,unknown,21,may,422.0,2,-1.0,0,unknown,no
32,management,married,tertiary,no,2976.0,yes,no,unknown,21,may,174.0,1,-1.0,0,unknown,no
37,administrative,divorced,secondary,no,3834.0,yes,no,unknown,21,may,72.0,1,-1.0,0,unknown,no
36,services,married,secondary,no,393.0,yes,yes,unknown,21,may,126.0,1,-1.0,0,unknown,no
32,blue-collar,married,primary,no,-457.0,yes,yes,unknown,21,may,288.0,1,-1.0,0,unknown,no
34,blue-collar,divorced,secondary,no,0.0,no,yes,unknown,21,may,339.0,1,-1.0,0,unknown,no
34,management,married,tertiary,no,363.0,no,no,unknown,21,may,171.0,5,-1.0,0,unknown,no
39,management,single,tertiary,no,4025.0,yes,yes,unknown,21,may,162.0,1,-1.0,0,unknown,no
42,blue-collar,married,primary,no,714.0,yes,no,unknown,21,may,18.0,28,-1.0,0,unknown,no
33,unemployed,married,secondary,no,438.0,yes,yes,unknown,21,may,129.0,1,-1.0,0,unknown,no
40,management,single,primary,no,858.0,yes,no,unknown,21,may,173.0,1,-1.0,0,unknown,no
35,blue-collar,married,secondary,no,592.0,yes,no,unknown,21,may,74.0,1,-1.0,0,unknown,no
38,services,married,secondary,no,-224.0,yes,yes,unknown,21,may,222.0,1,-1.0,0,unknown,no
39,management,married,tertiary,no,151.0,yes,no,unknown,21,may,692.0,1,-1.0,0,unknown,no
31,services,married,secondary,no,289.0,yes,no,unknown,21,may,262.0,2,-1.0,0,unknown,no
38,technician,married,secondary,no,821.0,yes,yes,unknown,21,may,78.0,1,-1.0,0,unknown,no
58,technician,married,secondary,no,8153.0,yes,no,unknown,21,may,134.0,5,-1.0,0,unknown,no
33,services,married,secondary,no,57.0,yes,yes,unknown,21,may,323.0,1,-1.0,0,unknown,no
34,blue-collar,single,secondary,no,558.0,yes,no,unknown,21,may,43.0,1,-1.0,0,unknown,no
34,services,single,secondary,no,1701.0,yes,no,unknown,21,may,245.0,1,-1.0,0,unknown,no
37,administrative,single,tertiary,no,-898.0,yes,no,unknown,21,may,482.0,1,-1.0,0,unknown,no
38,administrative,married,secondary,no,1073.0,yes,no,unknown,21,may,207.0,2,-1.0,0,unknown,no
34,management,divorced,tertiary,no,5754.0,yes,no,unknown,21,may,56.0,1,-1.0,0,unknown,no
